Dataset,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,avgAccu,avgTrainTime,avgTestTime
ItalyPowerDemand,0.9727891156462585,0.9727891156462585,0.9727891156462585,0.9737609329446064,0.9727891156462585,0.9727891156462585,0.9737609329446064,0.9727891156462585,0.9727891156462585,0.9747327502429544,0.9731778425655975,0.4124843043000027,0.14759937520000221
